sent1,sent2,score
"Along with chipmaker Intel, the companies include Sony Corp., Microsoft Corp., Hewlett-Packard Co., IBM Corp., Gateway Inc. and Nokia Corp.","Along with chip maker Intel, the companies include Sony, Microsoft, Hewlett-Packard, International Business Machines, Gateway, Nokia and others.",1.0
"the quality of being important, worthy of attention",the quality of being important and worthy of note.,1.0
"the temperature at which a liquid boils, bubbles",the temperature at which a liquid boils at sea level.,1.0
a boy jumps into the blue pool water.,The young boy is jumping into the pool on his belly.,1.0
Terminal 1 is connected to the negative terminal.,terminal 1 is connected to the negative battery terminal,1.0
Three men are dancing.,Women are dancing.,0.0
"The standards are scarcely comparable, let alone transferable.",The standards are to death similar and even less transferable.,1.0
A child is jumping into a swimming pool.,A dog jumping into a swimming pool.,0.0
the battery is connected to itself in a closed path,The battery is contained in a closed path which does not contain any other components,0.0
a bubble is a market that is artificially propped up for any reason.,"my understanding of a ""bubble"" is a sector that is artificially propped up..despite",1.0
support by placing on or against something solid,support by placing against something solid or rigid.,1.0
The girl is riding the horse.,The girl is spraying the plants with water.,0.0
A small child smiling at the camera.,A small child sits on a cement wall near white flower.,0.0
"U.S. forces struck dozens of targets on Monday, killing six guerrillas and arresting 21 others, the military said.","U.S. forces struck dozens of targets on Monday, killing six guerrillas and arresting 99 others during 1,729 patrols and 25 raids conducted over 24 hours.",0.0
"There's a lot of types of signed languages (some more like sign vocabularies), so not all have the same properties.",The biggest problem with signing is that  you can't talk to a person without first getting their attention.,0.0
Two brunette girls sit atop a red an yellow motorcycle with a side car.,A couple posing on a red and yellow motorcycle.,1.0
Two white dogs running in the grass together.,Two dogs run and play with a brown stick.,0.0
"Since you specified the 'bbq' tag, I'm assuming you're asking about barbecue.","The secret is simple: Cook them slowly, at lower temperatures.",0.0
Two gray dogs run together over the green grass.,Two grey dogs running in green grass.,1.0
A man skis on a snowy mountain.,Skiiers on a snowy mountain.,0.0
"Language can ""improve"" over time as well as ""just changing"".","""Are modern languages in any non-arbitrary way superior to ancient languages, e.g.",0.0
Yes it is technically possible that a BUK system shot down the plane.,This is a VICE news clip of a Ukrainian military AN-26 transport shot down a few days before MH-17.,0.0
You can actually find a list of Adult Only resorts on this page.,I spent the month of August in a little town in northern Portugal on the coast - Praia de Mira.,0.0
A man is peeling a banana.,A woman is peeling a potato.,0.0
A man sharpens a pencil using a knife.,A woman is dancing in the rain.,0.0
But I would like to say to Parliament this afternoon that we should not lose sight of the fact that the EU spends just 1% of GDP and much of that is administered in the Member States.,"Nevertheless, I would like to say to the House this afternoon that we must not lose sight of the fact that the European Union spends only 1% of the GDP of the Member States and that the bulk of this money is managed in the Member States.",1.0
"Their contract will expire at 12:01 a.m. Wednesday instead of 12:01 a.m. Sunday, said Rian Wathen, organizing director for United Food and Commercial Workers Local 700.","""It has outraged the membership,"" said Rian Wathen, organizing director of United Food and Commercial Workers Local 700.",0.0
Subsist on a meager allowance or supply.,subsist on a meager allowance.,1.0
The three grocery chains were relying on store managers and replacement workers to keep their stores open.,"The supermarket chains have used managers and replacement workers to keep their stores open, often at reduced hours.",1.0
The deer jumped over the fence.,A deer jumps over a cyclone fence.,1.0
the activity of examining or assessing something,the act of forming or establishing something.,0.0
because bulb a was in a closed path,Bulb A is still contained in a closed path with the battery.,0.0
you can determine is broken bulb is before a gap or after,Measuring voltage indicates the place where the electrical state changes due to a damaged bulb.,0.0
I think that France has set an excellent example by finally deciding to take this step.,I find exemplary that France determined itself to cross this step.,1.0
"retreat or move from a position, relocate",remove from a position or office.,0.0
i don't want a president who 'cares'.,don't want a president that is compassionate.,1.0
"please do everything you can, even though it feels as if it's not appreciated.",please stop treating your supposition and conjecture as fact.,0.0
Two black-robed young men stand on the steps in front of a building.,Two Orthodox priests stand on the steps outside a church.,0.0
"I call on Prague to respond to this signal, this challenge, this plea for dialogue, to grant our request and to ensure, together with our House, that this legacy of a nationalist era can be consigned to the past.","I invite Prague to seize this sign, this invitation, this request for dialogue, to follow up and to ensure that, together with this House, these reliques an era nationalist may be abandoned.",1.0
It breaks the closed path.,the open switch creates a gap,0.0
"and in the center of all this, leader of the seperatist group bloc quebecois, gilles duceppe.","but in the case of the park 51 mosque, he seems to do a complete backflip.",0.0
"But price declines have remained below 30 percent, year over year, for the last two quarters, said IDC analyst John McArthur.",McArthur told internetnews.com price declines have moderated and remained below 30 percent from the previous year for the last two quarters.,1.0
Someone is drawing.,Someone is dancing.,0.0
A man is talking on a cell phone.,A guy is talking into a microphone.,0.0
Two people paddling in a red canoe with trees in the background.,Two people padding in a yellow canoe down a river with trees in the background.,1.0
He said the FDA was hoping Congress and the courts would bring clarity to the situation and some financial relief to consumers.,He said FDA hopes Congress and the courts will bring clarity to the situation and some financial relief to consumers — perhaps before the 2004 elections.,1.0
